geo,is--country,time,International migrant stock
cyp,true,2000,8.489038861
cze,true,2000,2.151308437
ben,true,2000,1.924348207
dnk,true,2000,6.950287199
dma,true,2000,5.343073236
dom,true,2000,4.153061509
ecu,true,2000,1.199840426
slv,true,2000,0.545662335
gnq,true,2000,0.850825774
eth,true,2000,0.920154797
eri,true,2000,0.366377042
est,true,2000,17.83317669
fro,true,2000,7.728377535
flk,true,2000,37.03575148
fji,true,2000,1.567879609
fin,true,2000,2.631188518
fra,true,2000,10.5725136
guf,true,2000,46.97723735
pyf,true,2000,12.78264571
dji,true,2000,13.90980982
gab,true,2000,15.88009562
geo,true,2000,4.608323104
gmb,true,2000,14.85226588
pse,true,2000,8.53662206
deu,true,2000,10.98055978
gha,true,2000,1.017801121
gib,true,2000,29.44682096
kir,true,2000,2.70478402
grc,true,2000,10.14845493
grl,true,2000,12.02513618
grd,true,2000,6.716197599
glp,true,2000,19.29413184
gum,true,2000,47.68618665
gtm,true,2000,0.41167251
gin,true,2000,6.365092597
guy,true,2000,1.160036539
hti,true,2000,0.302156856
hos,true,2000,100
hnd,true,2000,0.455880751
hkg,true,2000,39.34725751
hun,true,2000,2.904476897
isl,true,2000,5.651212244
ind,true,2000,0.608579705
idn,true,2000,0.138180206
irn,true,2000,4.257862354
irq,true,2000,0.893010492
irl,true,2000,9.125217945
isr,true,2000,30.7848016
ita,true,2000,3.712679568
civ,true,2000,12.07253468
jam,true,2000,0.959657243
jpn,true,2000,1.341583243
kaz,true,2000,19.19732798
jor,true,2000,40.43743482
ken,true,2000,2.250508759
prk,true,2000,0.158417928
kor,true,2000,0.52845208
kwt,true,2000,58.44299212
kgz,true,2000,7.862155262
lao,true,2000,0.410789763
lbn,true,2000,21.41674239
lso,true,2000,0.332233431
lva,true,2000,18.13963511
lbr,true,2000,5.251372076
lby,true,2000,10.63158952
lie,true,2000,46.52064179
ltu,true,2000,6.147104742
lux,true,2000,32.04488807
mac,true,2000,55.75065929
mdg,true,2000,0.149515926
mwi,true,2000,2.078220496
mys,true,2000,5.453381918
mdv,true,2000,9.662462908
mli,true,2000,1.715183029
mlt,true,2000,5.558396611
mtq,true,2000,14.07996527
mrt,true,2000,2.115717183
mus,true,2000,1.311487306
mex,true,2000,0.523352183
mco,true,2000,67.91247156
mng,true,2000,0.342282053
mda,true,2000,5.899138509
mne,true,2000,
msr,true,2000,24.43502825
mar,true,2000,0.183188211
moz,true,2000,1.071486295
omn,true,2000,27.8470646
nam,true,2000,7.081471459
nru,true,2000,23.83987254
npl,true,2000,3.023991639
nld,true,2000,9.791968248
nld_curacao,true,2000,
abw,true,2000,33.13302076
sxm,true,2000,
ncl,true,2000,23.6436711
vut,true,2000,1.419014579
nzl,true,2000,17.59387844
nic,true,2000,0.604540629
ner,true,2000,1.089222232
nga,true,2000,0.397049977
niu,true,2000,26.21052632
nor,true,2000,6.510860785
mnp,true,2000,58.62875179
fsm,true,2000,2.900493345
mhl,true,2000,3.625313932
plw,true,2000,32.9091478
pak,true,2000,3.024880484
pan,true,2000,2.753940486
png,true,2000,0.467077815
pry,true,2000,3.330527846
per,true,2000,0.255810611
phl,true,2000,0.408168649
pol,true,2000,2.144271839
prt,true,2000,6.3381752
gnb,true,2000,1.554595178
tls,true,2000,1.251438588
pri,true,2000,9.350534016
qat,true,2000,60.61086556
reu,true,2000,13.66587441
rou,true,2000,0.573699397
rus,true,2000,8.128565367
rwa,true,2000,4.3266194
shn,true,2000,7.920985723
kna,true,2000,12.89083084
aia,true,2000,36.69948514
lca,true,2000,6.28739272
spm,true,2000,23.2498804
vct,true,2000,3.991769929
smr,true,2000,14.75200584
stp,true,2000,3.182321892
sau,true,2000,24.60415029
sen,true,2000,2.351799256
srb,true,2000,9.053527383
syc,true,2000,8.10064815
sle,true,2000,2.419306579
sgp,true,2000,34.49790375
svk,true,2000,2.160686884
vnm,true,2000,0.070690169
svn,true,2000,8.599694668
som,true,2000,0.271981971
zaf,true,2000,2.231392327
zwe,true,2000,3.280332986
esp,true,2000,4.066977016
ssd,true,2000,
sdn,true,2000,2.855742861
esh,true,2000,1.076190632
sur,true,2000,5.721464958
swz,true,2000,2.148601834
swe,true,2000,11.31386236
che,true,2000,21.92084633
syr,true,2000,5.089094139
tjk,true,2000,4.837676152
tha,true,2000,2.006307785
tgo,true,2000,2.828687098
tkl,true,2000,16.8814433
ton,true,2000,3.76310037
tto,true,2000,3.292875282
are,true,2000,80.21548604
tun,true,2000,0.375763259
tur,true,2000,2.025553162
tkm,true,2000,4.853980489
tca,true,2000,47.75905912
tuv,true,2000,2.303853912
uga,true,2000,2.671574731
ukr,true,2000,11.33848213
yug,true,2000,6.245617035
egy,true,2000,0.253826357
gbr,true,2000,8.035341836
chanisl,true,2000,43.23482938
gbm,true,2000,50.77988699
tza,true,2000,2.730616603
usa,true,2000,12.30631924
vir,true,2000,52.17074767
bfa,true,2000,4.480026782
ury,true,2000,2.675836329
uzb,true,2000,5.731451489
ven,true,2000,4.14053041
wlf,true,2000,13.89942747
wsm,true,2000,3.435005211
yem,true,2000,0.806368272
zmb,true,2000,3.034107935
afg,true,2005,0.357787648
alb,true,2005,2.100434369
dza,true,2005,0.744071903
asm,true,2005,40.99159294
and,true,2005,61.92580919
ago,true,2005,0.342372571
atg,true,2005,29.96548174
aze,true,2005,3.529206514
arg,true,2005,4.274024817
aus,true,2005,24.0601862
aut,true,2005,13.798295
bhs,true,2005,13.84843414
bhr,true,2005,46.59878618
bgd,true,2005,0.81627382
arm,true,2005,15.55993084
brb,true,2005,11.17611208
bel,true,2005,8.245677955
bmu,true,2005,28.06338677
btn,true,2005,6.185701583
bol,true,2005,1.180714719
bih,true,2005,1.233168561
bwa,true,2005,4.765496622
bra,true,2005,0.338807606
blz,true,2005,14.62303948
slb,true,2005,0.696986614
vgb,true,2005,59.59687513
brn,true,2005,27.20198735
bgr,true,2005,0.794963797
mmr,true,2005,0.166100814
bdi,true,2005,2.178842438
blr,true,2005,11.48248203
khm,true,2005,0.856084861
cmr,true,2005,1.42735706
can,true,2005,18.84586509
cpv,true,2005,2.678059314
cym,true,2005,44.53653621
caf,true,2005,2.328849337
lka,true,2005,0.202423324
tcd,true,2005,3.496865096
chl,true,2005,1.698398994
chn,true,2005,0.052002656
col,true,2005,0.24860903
com,true,2005,2.135195076
myt,true,2005,35.47160913
cog,true,2005,8.998865572
cod,true,2005,1.110490556
cok,true,2005,16.89262333
cri,true,2005,8.43192651
hrv,true,2005,13.23128347
cub,true,2005,0.151167049
cyp,true,2005,11.34675465
cze,true,2005,3.152613407
ben,true,2005,2.095959577
dnk,true,2005,8.128609009
dma,true,2005,6.725071589
dom,true,2005,4.070347543
ecu,true,2005,1.364403601
slv,true,2005,0.605645744
gnq,true,2005,1.052621488
eth,true,2005,0.671260321
eri,true,2005,0.341519152
est,true,2005,17.23888403
fro,true,2005,9.481349691
flk,true,2005,39.63290279
fji,true,2005,1.51310506
fin,true,2005,3.662895931
fra,true,2005,11.0016541
guf,true,2005,42.49146171
pyf,true,2005,12.66693869
dji,true,2005,11.83071559
gab,true,2005,15.54119426
geo,true,2005,4.464643833
gmb,true,2005,12.6275388
pse,true,2005,7.448521593
deu,true,2005,12.67638833
gha,true,2005,1.423295546
gib,true,2005,31.67469051
kir,true,2005,2.693628221
grc,true,2005,10.75648922
grl,true,2005,11.7395045
grd,true,2005,6.704160232
glp,true,2005,19.75880788
gum,true,2005,47.18593948
gtm,true,2005,0.434269946
gin,true,2005,2.374707352
guy,true,2005,1.46371356
hti,true,2005,0.328906993
hos,true,2005,99.37343358
hnd,true,2005,0.405149225
hkg,true,2005,39.76980518
hun,true,2005,3.633006219
isl,true,2005,8.5905407
ind,true,2005,0.517653228
idn,true,2005,0.127983196
irn,true,2005,3.663509009
irq,true,2005,0.491955055
irl,true,2005,14.01256036
isr,true,2005,28.61289248
ita,true,2005,6.742189449
civ,true,2005,11.08948903
jam,true,2005,0.907954328
jpn,true,2005,1.585238425
kaz,true,2005,20.08161922
jor,true,2005,43.60438494
ken,true,2005,2.141201006
prk,true,2005,0.168380525
kor,true,2005,1.019928995
kwt,true,2005,58.90283813
kgz,true,2005,6.116681361
lao,true,2005,0.354585856
lbn,true,2005,18.98193192
lso,true,2005,0.326610047
lva,true,2005,16.91200996
lbr,true,2005,2.666474197
lby,true,2005,10.77665028
lie,true,2005,54.22357397
ltu,true,2005,6.01833296
lux,true,2005,32.89701582
mac,true,2005,59.66220156
mdg,true,2005,0.142468227
mwi,true,2005,1.738811404
mys,true,2005,6.676755004
mdv,true,2005,14.77040214
mli,true,2005,1.993551314
mlt,true,2005,6.184933542
mtq,true,2005,14.36422066
mrt,true,2005,1.842656845
mus,true,2005,1.607766247
mex,true,2005,0.649203275
mco,true,2005,63.03833412
mng,true,2005,0.45419516
mda,true,2005,4.183964863
mne,true,2005,
msr,true,2005,26.04144861
mar,true,2005,0.178963774
moz,true,2005,0.969532547
omn,true,2005,26.57315376
nam,true,2005,5.242853323
nru,true,2005,22.27385072
npl,true,2005,2.663821993
nld,true,2005,10.63044717
nld_curacao,true,2005,
abw,true,2005,32.52991573
sxm,true,2005,40.27299557
ncl,true,2005,24.22786128
vut,true,2005,1.337313433
nzl,true,2005,20.31470731
nic,true,2005,0.649114657
ner,true,2005,0.922929003
nga,true,2005,0.46415941
niu,true,2005,30.96085409
nor,true,2005,7.809552313
mnp,true,2005,58.32038775
fsm,true,2005,2.735456412
mhl,true,2005,4.642898306
plw,true,2005,30.35615613
pak,true,2005,2.067818723
pan,true,2005,3.541799915
png,true,2005,0.492319167
pry,true,2005,2.902997208
per,true,2005,0.280839767
phl,true,2005,0.298890058
pol,true,2005,1.878426916
prt,true,2005,7.358566271
gnb,true,2005,1.417570879
tls,true,2005,1.140579507
pri,true,2005,9.362685758
qat,true,2005,77.19052148
reu,true,2005,14.53710324
rou,true,2005,0.678085685
rus,true,2005,8.12378467
rwa,true,2005,4.804462142
shn,true,2005,11.39447824
kna,true,2005,13.59816032
aia,true,2005,37.06575928
lca,true,2005,6.933201134
spm,true,2005,18.32561112
vct,true,2005,4.041416473
smr,true,2005,14.42445797
stp,true,2005,2.241651757
sau,true,2005,26.27503967
sen,true,2005,2.11463419
srb,true,2005,9.19940109
syc,true,2005,10.13780748
sle,true,2005,2.950246595
sgp,true,2005,38.05098886
svk,true,2005,2.423144802
vnm,true,2005,0.061479398
svn,true,2005,9.880983029
som,true,2005,0.244126035
zaf,true,2005,2.504368348
zwe,true,2005,3.024340406
esp,true,2005,9.36551906
ssd,true,2005,
sdn,true,2005,1.694260548
esh,true,2005,0.909575438
sur,true,2005,6.84229033
swz,true,2005,2.453011926
swe,true,2005,12.46699534
che,true,2005,24.3694497
syr,true,2005,4.833274343
tjk,true,2005,4.120749583
tha,true,2005,3.284719857
tgo,true,2005,3.645948644
tkl,true,2005,21.32231405
ton,true,2005,4.264411351
tto,true,2005,3.455228605
are,true,2005,73.20512203
tun,true,2005,0.34684563
tur,true,2005,1.944037733
tkm,true,2005,4.487325708
tca,true,2005,37.59924386
tuv,true,2005,1.887765628
uga,true,2005,2.328501474
ukr,true,2005,10.79232444
yug,true,2005,6.249320816
egy,true,2005,0.36561685
gbr,true,2005,9.842476032
chanisl,true,2005,45.97661668
gbm,true,2005,51.62113386
tza,true,2005,1.973209166
usa,true,2005,13.25668312
vir,true,2005,52.56384084
bfa,true,2005,4.447736238
ury,true,2005,2.475276701
uzb,true,2005,5.128202853
ven,true,2005,3.999243158
wlf,true,2005,16.6011512
wsm,true,2005,3.193499622
yem,true,2005,0.834323975
zmb,true,2005,2.098618261
afg,true,2010,0.365657832
alb,true,2010,1.818956864
dza,true,2010,0.67977278
asm,true,2010,42.33769502
and,true,2010,61.66028975
ago,true,2010,0.36074065
atg,true,2010,30.27753259
aze,true,2010,3.042903911
arg,true,2010,4.380958388
aus,true,2010,26.54431424
aut,true,2010,15.20488714
bhs,true,2010,15.16947039
bhr,true,2010,52.15619522
bgd,true,2010,0.887465112
arm,true,2010,7.476305013
brb,true,2010,11.74141348
bel,true,2010,9.632626891
bmu,true,2010,29.52747287
btn,true,2010,6.722703076
bol,true,2010,1.23858606
bih,true,2010,1.011457378
bwa,true,2010,5.904393478
bra,true,2010,0.298351264
blz,true,2010,14.41501948
slb,true,2010,0.524538321
vgb,true,2010,57.15020387
brn,true,2010,25.57500343
bgr,true,2010,1.029889851
mmr,true,2010,0.147708389
bdi,true,2010,2.486588
blr,true,2010,11.48718906
khm,true,2010,0.570727951
cmr,true,2010,1.403990527
can,true,2010,20.54501101
cpv,true,2010,2.930998269
cym,true,2010,43.33891801
caf,true,2010,2.102734932
lka,true,2010,0.192853811
tcd,true,2010,3.504629139
chl,true,2010,2.171231019
chn,true,2010,0.063376645
col,true,2010,0.270636192
com,true,2010,1.805938213
myt,true,2010,34.8581613
cog,true,2010,10.32073167
cod,true,2010,0.893177895
cok,true,2010,18.5811477
cri,true,2010,8.919244235
hrv,true,2010,13.28061996
cub,true,2010,0.13103843
cyp,true,2010,17.02686908
cze,true,2010,3.786042643
ben,true,2010,2.200540958
dnk,true,2010,9.182917762
dma,true,2010,8.100664634
dom,true,2010,3.977780119
ecu,true,2010,2.178591966
slv,true,2010,0.667803189
gnq,true,2010,1.188126964
eth,true,2010,0.648364823
eri,true,2010,0.334267018
est,true,2010,16.35701518
fro,true,2010,10.4927214
flk,true,2010,50.28011204
fji,true,2010,1.552528513
fin,true,2010,4.622749475
fra,true,2010,11.43003678
guf,true,2010,41.18479865
pyf,true,2010,11.80310746
dji,true,2010,12.22613812
gab,true,2010,15.82374366
geo,true,2010,4.286972734
gmb,true,2010,10.97240287
pse,true,2010,6.341753548
deu,true,2010,14.42860161
gha,true,2010,1.38588982
gib,true,2010,33.74007549
kir,true,2010,2.794014496
grc,true,2010,11.35985666
grl,true,2010,11.01050472
grd,true,2010,6.66813149
glp,true,2010,20.78314967
gum,true,2010,47.30055193
gtm,true,2010,0.450602932
gin,true,2010,1.862544843
guy,true,2010,1.74232308
hti,true,2010,0.351053445
hos,true,2010,100
hnd,true,2010,0.363652113
hkg,true,2010,39.75008472
hun,true,2010,4.359780333
isl,true,2010,11.03344841
ind,true,2010,0.441598735
idn,true,2010,0.12640704
irn,true,2010,3.719105124
irq,true,2010,0.380291586
irl,true,2010,15.82172743
isr,true,2010,26.28730812
ita,true,2010,9.7131844
civ,true,2010,10.4073887
jam,true,2010,0.863729105
jpn,true,2010,1.676212943
kaz,true,2010,20.44448453
jor,true,2010,41.77692181
ken,true,2010,2.298531555
prk,true,2010,0.179628943
kor,true,2010,1.872630337
kwt,true,2010,61.17187503
kgz,true,2010,4.236584527
lao,true,2010,0.338389124
lbn,true,2010,18.92150063
lso,true,2010,0.319011472
lva,true,2010,15.00995686
lbr,true,2010,2.504528814
lby,true,2010,10.91655086
lie,true,2010,61.58892932
ltu,true,2010,5.148270722
lux,true,2010,32.12158562
mac,true,2010,59.57547893
mdg,true,2010,0.137123538
mwi,true,2010,1.474100165
mys,true,2010,8.556379025
mdv,true,2010,22.13154927
mli,true,2010,2.219296188
mlt,true,2010,8.028849887
mtq,true,2010,15.0941245
mrt,true,2010,2.357827031
mus,true,2010,1.990142241
mex,true,2010,0.817364771
mco,true,2010,57.35377935
mng,true,2010,0.59207633
mda,true,2010,3.860170308
mne,true,2010,12.62267828
msr,true,2010,25.78235413
mar,true,2010,0.220847067
moz,true,2010,0.882397794
omn,true,2010,27.72728091
nam,true,2010,4.668261882
nru,true,2010,21.06733167
npl,true,2010,2.153069422
nld,true,2010,11.01826159
nld_curacao,true,2010,23.45923241
abw,true,2010,33.78741498
sxm,true,2010,79.09433962
ncl,true,2010,24.82615844
vut,true,2010,1.265769216
nzl,true,2010,21.68544621
nic,true,2010,0.65065892
ner,true,2010,0.776234211
nga,true,2010,0.577148809
niu,true,2010,33.62122147
nor,true,2010,10.77023036
mnp,true,2010,44.87189009
fsm,true,2010,2.707032494
mhl,true,2010,5.89188983
plw,true,2010,28.27063996
pak,true,2010,2.31798117
pan,true,2010,4.344945154
png,true,2010,0.37128787
pry,true,2010,2.581355476
per,true,2010,0.286195339
phl,true,2010,0.224206214
pol,true,2010,1.665385083
prt,true,2010,7.206771347
gnb,true,2010,1.2887683
tls,true,2010,1.038952931
pri,true,2010,8.220917704
qat,true,2010,82.49234075
reu,true,2010,14.81356169
rou,true,2010,0.768428222
rus,true,2010,7.819823034
rwa,true,2010,4.243258648
shn,true,2010,13.63527438
kna,true,2010,13.83901284
aia,true,2010,37.06420686
lca,true,2010,6.820859428
spm,true,2010,16.20975454
vct,true,2010,4.102784588
smr,true,2010,14.33365917
stp,true,2010,1.58005618
sau,true,2010,30.0098321
sen,true,2010,1.976507918
srb,true,2010,9.118686449
syc,true,2010,12.26888409
sle,true,2010,1.687216992
sgp,true,2010,42.62277265
svk,true,2010,2.706155251
vnm,true,2010,0.069893114
svn,true,2010,12.36484643
som,true,2010,0.250424924
zaf,true,2010,3.764120496
zwe,true,2010,2.847387525
esp,true,2010,13.47610287
ssd,true,2010,2.56456661
sdn,true,2010,1.601453251
esh,true,2010,0.87742767
sur,true,2010,7.664516029
swz,true,2010,2.554251442
swe,true,2010,14.76108676
che,true,2010,26.5011556
syr,true,2010,8.020626042
tjk,true,2010,3.668730585
tha,true,2010,4.834357704
tgo,true,2010,3.994178553
tkl,true,2010,37.79735683
ton,true,2010,4.831308263
tto,true,2010,3.63121614
are,true,2010,87.84023393
tun,true,2010,0.405782618
tur,true,2010,1.890507724
tkm,true,2010,3.926600483
tca,true,2010,35.08856839
tuv,true,2010,1.567111021
uga,true,2010,1.5962875
ukr,true,2010,10.55647586
yug,true,2010,6.28870713
egy,true,2010,0.360446632
gbr,true,2010,12.12529508
chanisl,true,2010,48.61482739
gbm,true,2010,51.52205106
tza,true,2010,0.676034987
usa,true,2010,14.25848364
vir,true,2010,53.28345021
bfa,true,2010,4.311036046
ury,true,2010,2.260036854
uzb,true,2010,4.398555806
ven,true,2010,4.59201169
wlf,true,2010,20.46443052
wsm,true,2010,2.753334158
yem,true,2010,1.211585873
zmb,true,2010,1.075176259
afg,true,2015,1.175546927
alb,true,2015,1.98903641
dza,true,2015,0.611072023
asm,true,2015,41.80200943
and,true,2015,59.7136492
ago,true,2015,0.42700468
atg,true,2015,30.58550611
aze,true,2015,2.709061584
arg,true,2015,4.805292335
aus,true,2015,28.21840969
aut,true,2015,17.46572625
bhs,true,2015,15.28430309
bhr,true,2015,51.12678501
bgd,true,2015,0.883753735
arm,true,2015,6.335892888
brb,true,2015,12.12990166
bel,true,2015,12.28353319
bmu,true,2015,30.84639701
btn,true,2015,6.595769395
bol,true,2015,1.333267442
bih,true,2015,0.91336484
bwa,true,2015,7.100334367
bra,true,2015,0.3433132
blz,true,2015,14.99080123
slb,true,2015,0.442947201
vgb,true,2015,57.46920344
brn,true,2015,24.27597191
bgr,true,2015,1.428196392
mmr,true,2015,0.136014603
bdi,true,2015,2.565632229
blr,true,2015,11.40401056
khm,true,2015,0.474794451
cmr,true,2015,1.636313704
can,true,2015,21.80166365
cpv,true,2015,2.867232018
cym,true,2015,39.56509414
caf,true,2015,1.665172192
lka,true,2015,0.186850018
tcd,true,2015,3.682771371
chl,true,2015,2.615513217
chn,true,2015,0.071076396
col,true,2015,0.276047227
com,true,2015,1.592316297
myt,true,2015,32.07799513
cog,true,2015,8.505799369
cod,true,2015,0.706246281
cok,true,2015,19.92991888
cri,true,2015,8.771009911
hrv,true,2015,13.60471399
cub,true,2015,0.117089665
cyp,true,2015,16.83403415
cze,true,2015,3.84222568
ben,true,2015,2.255540965
dnk,true,2015,10.09899135
dma,true,2015,9.246009906
dom,true,2015,3.947079853
ecu,true,2015,2.400299101
slv,true,2015,0.686271613
gnq,true,2015,1.280974132
eth,true,2015,1.079526012
eri,true,2015,0.304928028
est,true,2015,15.41630922
fro,true,2015,11.44629557
flk,true,2015,54.11643128
fji,true,2015,1.541341374
fin,true,2015,5.739683257
fra,true,2015,12.08847938
guf,true,2015,39.50321288
pyf,true,2015,10.63006606
dji,true,2015,12.65412041
gab,true,2015,15.55585953
geo,true,2015,4.220248352
gmb,true,2015,9.670886483
pse,true,2015,5.473039752
deu,true,2015,14.8790513
gha,true,2015,1.457397152
gib,true,2015,34.34522147
kir,true,2015,2.80458625
grc,true,2015,11.34237737
grl,true,2015,10.69483501
grd,true,2015,6.606131524
glp,true,2015,21.02828477
gum,true,2015,44.78853342
gtm,true,2015,0.467187672
gin,true,2015,1.811566559
guy,true,2015,2.005514382
hti,true,2015,0.3690482
hos,true,2015,100
hnd,true,2015,0.347613516
hkg,true,2015,38.94993992
hun,true,2015,4.562465252
isl,true,2015,11.3901495
ind,true,2015,0.399752709
idn,true,2015,0.127675543
irn,true,2015,3.446397535
irq,true,2015,0.971576098
irl,true,2015,15.91693657
isr,true,2015,24.94690004
ita,true,2015,9.680767742
civ,true,2015,9.582598655
jam,true,2015,0.829367047
jpn,true,2015,1.614775057
kaz,true,2015,20.12330509
jor,true,2015,40.9771116
ken,true,2015,2.354722885
prk,true,2015,0.192635219
kor,true,2015,2.639159354
kwt,true,2015,73.63955073
kgz,true,2015,3.440796423
lao,true,2015,0.327020359
lbn,true,2015,34.1456803
lso,true,2015,0.307818842
lva,true,2015,13.35324026
lbr,true,2015,2.526491982
lby,true,2015,12.28244987
lie,true,2015,62.59625376
ltu,true,2015,4.726089623
lux,true,2015,43.96413394
mac,true,2015,58.32190277
mdg,true,2015,0.132347777
mwi,true,2015,1.249811795
mys,true,2015,8.289348916
mdv,true,2015,25.87218175
mli,true,2015,2.063359738
mlt,true,2015,9.898488069
mtq,true,2015,15.57192407
mrt,true,2015,3.396676733
mus,true,2015,2.24510922
mex,true,2015,0.939364727
mco,true,2015,55.76846625
mng,true,2015,0.595444478
mda,true,2015,3.512106598
mne,true,2015,13.19007768
msr,true,2015,26.36097561
mar,true,2015,0.257467738
moz,true,2015,0.796801385
omn,true,2015,41.08587362
nam,true,2015,3.818401435
nru,true,2015,31.0898063
npl,true,2015,1.817645553
nld,true,2015,11.69568274
nld_curacao,true,2015,23.92511593
abw,true,2015,34.76210186
sxm,true,2015,70.44779972
ncl,true,2015,24.43390418
vut,true,2015,1.204222904
nzl,true,2015,22.95970035
nic,true,2015,0.661982706
ner,true,2015,0.951072208
nga,true,2015,0.658124088
niu,true,2015,34.59627329
nor,true,2015,14.23561116
mnp,true,2015,39.30996913
fsm,true,2015,2.638330461
mhl,true,2015,6.197044893
plw,true,2015,26.60278991
pak,true,2015,1.920846061
pan,true,2015,4.701027527
png,true,2015,0.338376609
pry,true,2015,2.356666686
per,true,2015,0.289645141
phl,true,2015,0.210390539
pol,true,2015,1.604180837
prt,true,2015,8.089593589
gnb,true,2015,1.210903718
tls,true,2015,0.914442949
pri,true,2015,7.465496392
qat,true,2015,75.49762789
reu,true,2015,14.77192233
rou,true,2015,1.163134803
rus,true,2015,8.11621786
rwa,true,2015,3.803080984
shn,true,2015,15.24867458
kna,true,2015,13.39343554
aia,true,2015,37.42986178
lca,true,2015,6.903280558
spm,true,2015,15.68066158
vct,true,2015,4.181359741
smr,true,2015,14.84220132
stp,true,2015,1.25772286
sau,true,2015,32.29494249
sen,true,2015,1.739951417
srb,true,2015,9.122622084
syc,true,2015,13.25890682
sle,true,2015,1.413457295
sgp,true,2015,45.39179191
svk,true,2015,3.265417899
vnm,true,2015,0.077897131
svn,true,2015,11.41296409
som,true,2015,0.234455884
zaf,true,2015,5.767090449
zwe,true,2015,2.556382525
esp,true,2015,12.69023719
ssd,true,2015,6.67856204
sdn,true,2015,1.251344542
esh,true,2015,0.90456562
sur,true,2015,8.625811501
swz,true,2015,2.453747951
swe,true,2015,16.76755875
che,true,2015,29.38668554
syr,true,2015,4.730134388
tjk,true,2015,3.242910896
tha,true,2015,5.758232652
tgo,true,2015,3.79000676
tkl,true,2015,38.96
ton,true,2015,5.397946689
tto,true,2015,3.66763033
are,true,2015,88.40404837
tun,true,2015,0.503849717
tur,true,2015,3.769001103
tkm,true,2015,3.654711583
tca,true,2015,34.03710067
tuv,true,2015,1.421944332
uga,true,2015,1.920126168
ukr,true,2015,10.78646116
yug,true,2015,6.289774173
egy,true,2015,0.537267287
gbr,true,2015,13.20097825
chanisl,true,2015,50.28162647
gbm,true,2015,51.51629073
tza,true,2015,0.48853553
usa,true,2015,14.49065352
vir,true,2015,53.36387841
bfa,true,2015,3.892039853
ury,true,2015,2.092316749
uzb,true,2015,3.91690324
ven,true,2015,4.514736572
wlf,true,2015,21.66375181
wsm,true,2015,2.550872544
yem,true,2015,1.282529228
zmb,true,2015,0.78902565
